,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,22.9,0-1,0-0,0-0,1,57,1,2010,11
1,2,TX Christian,20.0,1-0,0-0,0-0,1,15,2,2010,11
2,3,Missouri,16.9,0-0,1-0,0-0,3,34,3,2010,11
3,4,Oregon St,16.8,0-1,0-0,0-0,3,27,7,2010,11
4,5,Arkansas,16.2,0-0,1-0,0-0,2,43,6,2010,11
5,6,Boise State,15.8,1-0,0-0,0-0,1,56,4,2010,11
6,7,Florida,15.0,1-0,0-0,0-0,2,41,5,2010,11
7,8,Georgia,12.6,0-1,0-0,0-0,8,63,10,2010,11
8,9,LSU,11.7,0-0,1-0,0-0,2,30,9,2010,11
9,10,Oklahoma,11.4,0-0,1-0,0-0,3,68,8,2010,11
10,11,Texas Tech,9.4,0-0,0-0,0-0,9,65,11,2010,11
11,12,Navy,9.4,0-0,0-1,0-0,8,118,12,2010,11
12,13,Texas A&M,7.3,0-1,0-0,0-0,11,59,14,2010,11
13,14,Colorado,6.8,0-0,0-0,0-0,4,68,13,2010,11
14,15,Maryland,5.7,0-0,1-0,0-0,10,114,18,2010,11
15,16,N Carolina,5.5,0-1,0-0,0-0,7,35,15,2010,11
16,17,Illinois,2.7,0-1,0-0,0-0,11,118,17,2010,11
17,18,Texas,2.7,0-1,0-0,0-0,3,34,16,2010,11
18,19,Kansas St,2.7,0-0,0-0,0-0,9,111,19,2010,11
19,20,Stanford,--,0-0,0-0,0-0,2,55,22,2010,11
20,21,Nebraska,--,0-0,0-0,0-0,7,44,21,2010,11
21,22,Oregon,--,0-0,0-0,0-0,7,47,23,2010,11
22,23,Utah,--,0-0,0-0,0-0,9,49,25,2010,11
23,24,Alabama,--,0-0,0-0,0-0,1,41,24,2010,11
24,25,Ohio State,--,0-0,0-0,0-0,4,56,26,2010,11
25,26,Oklahoma St,--,0-0,0-0,0-0,2,60,30,2010,11
26,27,USC,--,0-0,0-0,0-0,1,48,29,2010,11
27,28,Pittsburgh,--,0-0,0-0,0-0,3,45,28,2010,11
28,29,Nevada,--,0-0,0-0,0-0,21,111,40,2010,11
29,30,Auburn,--,0-0,0-0,0-0,1,35,31,2010,11
30,31,Miami (FL),--,0-0,0-0,0-0,6,106,32,2010,11
31,32,Miss State,--,0-0,0-0,0-0,3,78,34,2010,11
32,33,Florida St,--,0-0,0-0,0-0,19,96,33,2010,11
33,34,Arizona,--,0-0,0-0,0-0,1,108,27,2010,11
34,35,NC State,--,0-0,0-0,0-0,3,80,36,2010,11
35,36,Wisconsin,--,0-0,0-0,0-0,9,46,39,2010,11
36,37,Iowa,--,0-0,0-0,0-0,8,70,35,2010,11
37,38,S Carolina,--,0-0,0-0,0-0,5,119,37,2010,11
38,39,Syracuse,--,0-0,0-0,0-0,10,78,41,2010,11
39,40,Central FL,--,0-0,0-0,0-0,13,71,46,2010,11
40,41,Temple,--,0-0,0-0,0-0,41,114,43,2010,11
41,42,Air Force,--,0-0,0-0,0-0,19,51,47,2010,11
42,43,Arizona St,--,0-0,0-0,0-0,30,66,45,2010,11
43,44,Hawaii,--,0-0,0-0,0-0,36,112,38,2010,11
44,45,Clemson,--,0-0,0-0,0-0,19,98,42,2010,11
45,46,Mississippi,--,0-0,0-0,0-0,40,93,44,2010,11
46,47,Louisville,--,0-0,0-0,0-0,26,75,49,2010,11
47,48,Tennessee,--,0-0,0-0,0-0,22,60,56,2010,11
48,49,Michigan,--,0-0,0-0,0-0,21,119,52,2010,11
49,50,Toledo,--,0-0,0-0,0-0,47,116,50,2010,11
50,51,Houston,--,0-0,0-0,0-0,31,95,51,2010,11
51,52,S Florida,--,0-0,0-0,0-0,21,80,55,2010,11
52,53,W Virginia,--,0-0,0-0,0-0,13,108,58,2010,11
53,54,GA Tech,--,0-0,0-0,0-0,14,102,67,2010,11
54,55,N Illinois,--,0-0,0-0,0-0,27,119,57,2010,11
55,56,Penn State,--,0-0,0-0,0-0,15,68,53,2010,11
56,57,Cincinnati,--,0-0,0-0,0-0,16,102,60,2010,11
57,58,San Diego St,--,0-0,0-0,0-0,30,100,62,2010,11
58,59,Kentucky,--,0-0,0-0,0-0,12,103,64,2010,11
59,60,Tulsa,--,0-0,0-0,0-0,33,96,61,2010,11
60,61,W Michigan,--,0-0,0-0,0-0,50,109,54,2010,11
61,62,UCLA,--,0-0,0-0,0-0,22,101,63,2010,11
62,63,Boston Col,--,0-0,0-0,0-0,33,94,70,2010,11
63,64,Troy,--,0-0,0-0,0-0,5,79,59,2010,11
64,65,Fresno St,--,0-0,0-0,0-0,22,116,69,2010,11
65,66,Washington,--,0-0,0-0,0-0,5,71,66,2010,11
66,67,Virginia,--,0-0,0-0,0-0,22,81,48,2010,11
67,68,Northwestern,--,0-0,0-0,0-0,17,119,65,2010,11
68,69,Central Mich,--,0-0,0-0,0-0,31,106,71,2010,11
69,70,S Mississippi,--,0-0,0-0,0-0,56,118,72,2010,11
70,71,Ohio,--,0-0,0-0,0-0,66,120,73,2010,11
71,72,Florida Intl,--,0-0,0-0,0-0,52,114,74,2010,11
72,73,S Methodist,--,0-0,0-0,0-0,17,87,68,2010,11
73,74,Duke,--,0-0,0-0,0-0,61,88,77,2010,11
74,75,California,--,0-0,0-0,0-0,30,87,75,2010,11
75,76,E Carolina,--,0-0,0-0,0-0,56,119,76,2010,11
76,77,Indiana,--,0-0,0-0,0-0,47,118,78,2010,11
77,78,UAB,--,0-0,0-0,0-0,67,114,81,2010,11
78,79,Tulane,--,0-0,0-0,0-0,63,120,83,2010,11
79,80,Idaho ,--,0-0,0-0,0-0,8,105,79,2010,11
80,81,North Texas,--,0-0,0-0,0-0,73,111,82,2010,11
81,82,Kent State,--,0-0,0-0,0-0,70,110,85,2010,11
82,83,Minnesota,--,0-0,0-0,0-0,2,83,80,2010,11
83,84,Arkansas St,--,0-0,0-0,0-0,70,106,87,2010,11
84,85,W Kentucky,--,0-0,0-0,0-0,71,117,84,2010,11
85,86,Utah State,--,0-0,0-0,0-0,13,97,88,2010,11
86,87,Vanderbilt,--,0-0,0-0,0-0,24,89,89,2010,11
87,88,BYU,--,0-0,0-0,0-0,8,93,90,2010,11
88,89,Connecticut,--,0-0,0-0,0-0,32,104,92,2010,11
89,90,Miami (OH),--,0-0,0-0,0-0,10,108,91,2010,11
90,91,Wyoming,--,0-0,0-0,0-0,78,100,86,2010,11
91,92,Bowling Grn,--,0-0,0-0,0-0,77,103,94,2010,11
92,93,Purdue,--,0-0,0-0,0-0,55,98,93,2010,11
93,94,Ball State,--,0-0,0-0,0-0,67,115,95,2010,11
