,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Stanford,35.0,1,54,5,2010,14
1,2,Boise State,29.0,1,57,1,2010,14
2,3,Oregon,28.9,1,21,4,2010,14
3,4,TX Christian,28.7,1,96,2,2010,14
4,5,Wisconsin,27.9,2,55,3,2010,14
5,6,Ohio State,27.8,1,46,6,2010,14
6,7,Oklahoma,23.9,4,68,9,2010,14
7,8,Arkansas,22.8,7,31,7,2010,14
8,9,N Illinois,21.9,7,118,17,2010,14
9,10,Alabama,21.4,2,27,10,2010,14
10,11,S Carolina,21.3,2,31,14,2010,14
11,12,VA Tech,19.8,8,76,12,2010,14
12,13,Oklahoma St,19.0,4,62,13,2010,14
13,14,Auburn,18.6,3,35,8,2010,14
14,15,Texas A&M,17.7,11,46,11,2010,14
15,16,Nevada,16.1,11,112,20,2010,14
16,17,LSU,14.5,8,41,21,2010,14
17,18,Hawaii,13.7,10,113,18,2010,14
18,19,Florida St,13.0,6,47,40,2010,14
19,20,Maryland,12.9,20,82,22,2010,14
20,21,Tennessee,12.6,14,77,32,2010,14
21,22,W Virginia,12.6,15,62,34,2010,14
22,23,NC State,11.3,16,50,28,2010,14
23,24,BYU,11.2,16,89,30,2010,14
24,25,Nebraska,10.8,4,36,19,2010,14
25,26,Arizona,9.7,2,80,27,2010,14
26,27,Georgia,9.7,2,40,15,2010,14
27,28,Arizona St,8.9,15,59,33,2010,14
28,29,Notre Dame,8.8,16,63,31,2010,14
29,30,Illinois,7.8,22,74,35,2010,14
30,31,Navy,7.6,29,89,36,2010,14
31,32,Missouri,7.4,7,43,25,2010,14
32,33,Florida,7.0,7,34,26,2010,14
33,34,Iowa,6.7,10,71,23,2010,14
34,35,Connecticut,6.0,24,94,57,2010,14
35,36,Central FL,5.0,22,105,37,2010,14
36,37,San Diego St,4.5,8,71,60,2010,14
37,38,Pittsburgh,4.5,9,75,16,2010,14
38,39,S Florida,4.5,4,70,56,2010,14
39,40,Tulsa,4.3,27,88,43,2010,14
40,41,Miami (FL),4.2,3,52,24,2010,14
41,42,Kansas St,3.8,18,86,45,2010,14
42,43,Oregon St,3.7,20,58,39,2010,14
43,44,Louisville,3.7,25,95,46,2010,14
44,45,Clemson,3.6,28,48,38,2010,14
45,46,Texas Tech,3.5,25,73,54,2010,14
46,47,Boston Col,3.4,42,91,58,2010,14
47,48,Penn State,3.2,15,70,41,2010,14
48,49,Miss State,2.3,8,59,42,2010,14
49,50,S Mississippi,2.0,34,116,49,2010,14
50,51,Air Force,1.9,3,54,51,2010,14
51,52,W Michigan,1.6,49,113,53,2010,14
52,53,USC,0.9,4,89,29,2010,14
53,54,Michigan St,0.4,17,68,50,2010,14
54,55,Wash State,-0.8,48,120,59,2010,14
55,56,Iowa State,-1.5,5,96,63,2010,14
56,57,N Carolina,-1.5,19,70,70,2010,14
57,58,GA Tech,-1.6,24,65,61,2010,14
58,59,Kentucky,-2.0,22,62,55,2010,14
59,60,Michigan,-2.0,10,90,65,2010,14
60,61,Baylor,-2.1,27,93,66,2010,14
61,62,Utah,-2.6,1,70,48,2010,14
62,63,Syracuse,-2.6,17,85,47,2010,14
63,64,Duke,-2.7,62,110,77,2010,14
64,65,Temple,-3.2,50,118,62,2010,14
65,66,California,-3.9,3,99,44,2010,14
66,67,Fresno St,-4.4,13,93,71,2010,14
67,68,Colorado,-4.4,33,101,69,2010,14
68,69,Houston,-4.4,22,80,52,2010,14
69,70,Washington,-4.5,6,86,76,2010,14
70,71,Texas,-4.5,18,79,79,2010,14
71,72,LA Tech,-4.5,45,108,68,2010,14
