,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,21.3,0-1,0-0,0-0,1,57,1,2010,7
1,2,TX Christian,19.2,1-0,0-0,0-0,1,15,2,2010,7
2,3,Oklahoma,15.6,0-0,1-0,0-0,3,68,3,2010,7
3,4,Boise State,14.9,1-0,0-0,0-0,1,56,4,2010,7
4,5,Missouri,13.0,0-0,1-0,0-0,3,34,7,2010,7
5,6,LSU,12.7,1-0,0-0,0-0,2,30,5,2010,7
6,7,Arkansas,12.6,0-0,1-0,0-0,2,43,26,2010,7
7,8,Oregon St,12.4,0-1,0-0,0-0,3,27,6,2010,7
8,9,Texas Tech,10.0,0-0,0-0,0-0,9,65,65,2010,7
9,10,N Carolina,8.1,0-1,0-0,0-0,7,35,8,2010,7
10,11,Texas A&M,5.5,0-1,0-0,0-0,11,59,33,2010,7
11,12,Colorado,4.7,0-0,0-0,0-0,4,68,10,2010,7
12,13,Texas,2.9,0-1,0-0,0-0,3,34,11,2010,7
13,14,Kansas St,1.6,0-0,0-0,0-0,9,111,9,2010,7
14,15,Illinois,1.4,0-1,0-0,0-0,11,118,114,2010,7
15,16,Maryland,1.4,0-0,0-0,0-0,10,114,12,2010,7
16,17,Nebraska,--,0-0,0-0,0-0,7,44,14,2010,7
17,18,Arizona,--,0-0,0-0,0-0,1,108,15,2010,7
18,19,Utah,--,0-0,0-0,0-0,9,49,21,2010,7
19,20,Stanford,--,0-0,0-0,0-0,2,55,18,2010,7
20,21,Oregon,--,0-0,0-0,0-0,7,47,17,2010,7
21,22,Miami (FL),--,0-0,0-0,0-0,6,106,19,2010,7
22,23,Alabama,--,0-0,0-0,0-0,1,41,16,2010,7
23,24,NC State,--,0-0,0-0,0-0,3,80,20,2010,7
24,25,Ohio State,--,0-0,0-0,0-0,4,56,24,2010,7
25,26,Florida St,--,0-0,0-0,0-0,19,96,43,2010,7
26,27,USC,--,0-0,0-0,0-0,1,48,27,2010,7
27,28,Auburn,--,0-0,0-0,0-0,1,35,30,2010,7
28,29,Nevada,--,0-0,0-0,0-0,21,111,25,2010,7
29,30,Notre Dame,--,0-0,0-0,0-0,21,119,32,2010,7
30,31,Arizona St,--,0-0,0-0,0-0,30,66,35,2010,7
31,32,Oklahoma St,--,0-0,0-0,0-0,2,60,60,2010,7
32,33,Miss State,--,0-0,0-0,0-0,3,78,77,2010,7
33,34,Clemson,--,0-0,0-0,0-0,19,98,28,2010,7
34,35,Florida,--,0-0,0-0,0-0,2,41,31,2010,7
35,36,S Carolina,--,0-0,0-0,0-0,5,119,38,2010,7
36,37,Iowa,--,0-0,0-0,0-0,8,70,34,2010,7
37,38,Pittsburgh,--,0-0,0-0,0-0,3,45,29,2010,7
38,39,Michigan,--,0-0,0-0,0-0,21,119,37,2010,7
39,40,Troy,--,0-0,0-0,0-0,5,79,55,2010,7
40,41,Wisconsin,--,0-0,0-0,0-0,9,46,40,2010,7
41,42,Air Force,--,0-0,0-0,0-0,19,51,39,2010,7
42,43,Louisville,--,0-0,0-0,0-0,26,75,47,2010,7
